Faculty,Currency,Part_Time,Availability,Prerequisite_2,Full_Time,Description,Website,Offline,Prerequisite_3_grade,Level_Code,Prerequisite_3,Course,Blended,Duration,Int_Fees,Prerequisite_1_grade,Online,Course_Lang,Country,Local_Fees,Face_to_Face,Career_Outcomes,Prerequisite_2_grade,University,Distance,Duration_Time,Prerequisite_1,Remarks,City,Currency_Time
Medical and Nursing,AUD,no,A,,yes,"The Master of Infectious Diseases Intelligence (MIDI) is essential for a career in health emergencies, outbreaks, infectious diseases risk assessment and emergency response related to infectious diseases and other threats. This program is designed for relevant stakeholders from any sector, who wish to gain a better understanding of infectious diseases intelligence in the era of new and emerging disease threats, and approaches for the identification, assessment, prevention and control of infectious diseases. Students will be exposed to the perspectives of different stakeholders working in infectious diseases.You will acquire a deep understanding across a complex body of multidisciplinary knowledge including infectious diseases intelligence, outbreak investigation, immunisation and prevention and control.",https://degrees.unsw.edu.au/master-of-infectious-diseases-intelligence/,yes,,PG,,Master of Infectious Diseases Intelligence,yes,1,"47,280",6.5,yes,English,Australia,"47,280",yes,"Employment in ministries and departments of health, government organisations, non-government and voluntary organisations, and primary care and community healthcare services",,University of New South Wales,yes,Year,IELTS,,Online,year
Medical and Nursing,AUD,no,A,,yes,"The Master of Infectious Diseases Intelligence (MIDI) is essential for a career in health emergencies, outbreaks, infectious diseases risk assessment and emergency response related to infectious diseases and other threats. This program is designed for relevant stakeholders from any sector, who wish to gain a better understanding of infectious diseases intelligence in the era of new and emerging disease threats, and approaches for the identification, assessment, prevention and control of infectious diseases. Students will be exposed to the perspectives of different stakeholders working in infectious diseases.You will acquire a deep understanding across a complex body of multidisciplinary knowledge including infectious diseases intelligence, outbreak investigation, immunisation and prevention and control.",https://degrees.unsw.edu.au/master-of-infectious-diseases-intelligence/,yes,,PG,,Master of Infectious Diseases Intelligence,yes,1,"47,280",6.5,yes,English,Australia,"47,280",yes,"Employment in ministries and departments of health, government organisations, non-government and voluntary organisations, and primary care and community healthcare services",,University of New South Wales,yes,Year,IELTS,,Kensington,year
Medical and Nursing,AUD,no,A,,no,"The Master of Infectious Diseases Intelligence (MIDI) prepares graduates for a career in health emergencies, outbreaks, infectious diseases risk assessment and emergency response related to infectious diseases and other threats. 
You will gain advanced disciplinary knowledge and skills needed for professional practice in control of infectious diseases and emergencies across a range of contexts including ministries and departments of health, government organisations, non-government and voluntary organisations, and primary care and community healthcare services in both public and private sectors. 
The degree fosters judgment-ready practitioners who can contribute to improving population health outcomes specific to infectious diseases in diverse settings.",https://degrees.unsw.edu.au/master-of-infectious-diseases-intelligence-extension/,yes,,PG,,Master of Infectious Diseases Intelligence (Extension),yes,20,"47,280",6.5,yes,English,Australia,"47,280",yes,"Public healthcare, Private healthcare, NGO sector, International organisations, Academic/ research institutes",,University of New South Wales,yes,Months,IELTS,,Online,year
Medical and Nursing,AUD,no,A,,no,"The Master of Infectious Diseases Intelligence (MIDI) prepares graduates for a career in health emergencies, outbreaks, infectious diseases risk assessment and emergency response related to infectious diseases and other threats. 
You will gain advanced disciplinary knowledge and skills needed for professional practice in control of infectious diseases and emergencies across a range of contexts including ministries and departments of health, government organisations, non-government and voluntary organisations, and primary care and community healthcare services in both public and private sectors. 
The degree fosters judgment-ready practitioners who can contribute to improving population health outcomes specific to infectious diseases in diverse settings.",https://degrees.unsw.edu.au/master-of-infectious-diseases-intelligence-extension/,yes,,PG,,Master of Infectious Diseases Intelligence (Extension),yes,20,"47,280",6.5,yes,English,Australia,"47,280",yes,"Public healthcare, Private healthcare, NGO sector, International organisations, Academic/ research institutes",,University of New South Wales,yes,Months,IELTS,,Kensington,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of Information Technology will provide you with the skills to use todays technology, as well as to create the technology of tomorrow. You will be trained to anticipate future requirements and develop applications, frameworks, products and services to meet those needs in areas such as networking, data mining, robotics and internet services. Â The degrees structure allows you to choose up to two majors from Artificial Intelligence, Bioinformatics, Information Technology, Database Systems, e-Commerce Systems, Data Science & Engineering, and Internetworking. The Master of Information Technology is suitable for graduates with a background in Science or Engineering who want to acquire a solid knowledge of computing and information technology over two years. It is also suitable for graduates from a Computing or Information Technology program who want to broaden, deepen or update their knowledge; these students may qualify for advanced standing and complete the degree in one year full-time.",https://degrees.unsw.edu.au/master-of-information-technology/,yes,,PG,,Master of Information Technology,no,2,"47,280",6.5,no,English,Australia,"47,280",yes,"IT, IS, Data scientist, Network engineer, Software engineer, UI/UX designer, Systems administrationÂ",,University of New South Wales,no,Years,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of International Business is a comprehensive postgraduate degree that teaches you a broad set of practical skills. International business is about how to be effective in today's globalised world, especially in multinational organisations, and this well-rounded qualification will provide a broad scope of business know-how. Youll develop the ability to think globally and strategically, setting you up to become an effective and successful leader in the global business environment.",https://degrees.unsw.edu.au/master-of-international-business/,yes,,PG,,Master of International Business,no,2,"48,240",6.5,no,English,Australia,"48,240",yes,"Business Development Manager, Business Project Manager, Director of International Operations, International Business Analyst, International Business Product Manager, International Trade Compliance Manager, Policy Advisor, Trade Commissioner",,University of New South Wales,no,Years,IELTS,,Kensington,year
Humanities and Social Science,AUD,no,A,,yes,"Interested in advancing your understanding of international politics and examining how concepts and theories in international relations shape our view of the world? The Master of International Relations is an advanced specialist degree that examines the complex way nation states and other global actors relate to one another. You will be introduced to the main theories and theoretical traditions that explain the practices and processes of world politics. You will extend and deepen your existing knowledge and understanding of world politics as well as learning advanced skills in research and analytical thinking. You will become part of the global conversation on issues such as military intervention, the rule of law, human security, economic development, human rights and global poverty.",https://degrees.unsw.edu.au/master-of-international-relations/,yes,,PG,,Master of International Relations,no,2,"36,480",6.5,no,English,Australia,"36,480",yes,"Public sector: Department of Foreign Affairs and Trade, Department of Home Affairs, Ministry of External Affairs (Mexico), Ministry of Foreign Affairs (Norway) and the Ministry of Defence (Singapore), Private sector: Media Organisations, Trans- and Multi-national corporations, Industry and Financial Services, International Organisations such as the United Nations and the World Bank, Non-government Organisations in countries such as Australia, Indonesia, Malaysia, Canada, Thailand and Tonga",,University of New South Wales,no,Years,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Interpreting is one of three cutting-edge postgraduate degrees offered by UNSW in this exciting field. It is endorsed by the National Accreditation Authority for Translators and Interpreters (NAATI), which means you will gain the knowledge, skills and certification to work as a professional translator and interpreter in Australia and internationally. Areas of specialisation covered in this degree include legal, medical, business, community and conference interpreting. Academic content is complemented by professional practical experience where you can apply what you learn in class to real-world, professional settings. You will learn academic and practical skills such as critical analysis, independent research and preparation, project management and team work   which are all related to the work of interpreters and translators. Courses are offered in the following language combinations with English, subject to student demand: Chinese (Mandarin), French, Indonesian, Japanese, Korean, Russian and Spanish.",https://degrees.unsw.edu.au/master-of-interpreting/,yes,,PG,,Master of Interpreting,no,20,"37,950",6.5,no,English,Australia,"37,950",yes,"Education and Academia, Tourism, Business and Economics, Media and Journalism, Marketing and Publishing, Science and Technology, Health, Law and International Relations",,University of New South Wales,no,Months,IELTS,,Kensington,year
Mass Communication & Media,AUD,no,A,,yes,"This comprehensive education in journalism, media studies and communication aims to ensure you are industry-ready. The Master of Journalism and Communication will enable you to develop specialist knowledge of the social, economic and political role of media in Australia and internationally. 
You will be encouraged to think critically about media practice and production, and develop a capacity for ethical decision making. You will reflect on varied international approaches to media and communication practice, and gain an understanding of the evolving nature of the convergent media landscape.",https://degrees.unsw.edu.au/master-of-journalism-and-communication/,yes,,PG,,Master of Journalism and Communication,no,2,"36,480",6.5,no,English,Australia,"36,480",yes,"Journalism, Freelance Writing, Editing, Publishing, Media Research and Production, Strategic Communications, Public Relations",,University of New South Wales,no,Years,IELTS,,Kensington,year
Computer Science & Information Technology,AUD,no,A,,yes,"As a student in the UNSW Master of Landscape Architecture you will engage with the Sydney region as your landscape laboratory. In this degree you will work with leading academics, practitioners and industry representatives in landscape architecture as well as city planning, urban design, and architecture to explore issues of common concern. Through studios and lectures you will engage with experts at UNSW Built Environment in social agency, design performance, city analytics, urban renewal and regeneration, healthy built environments, design theory and history. The core of the degree is the design studio sequence, with each studio supported by a skill and/or knowledge-based course. The final studio is a capstone experience which provides students with the opportunity to undertake an independent research-based design project.",https://degrees.unsw.edu.au/master-of-landscape-architecture/,yes,,PG,,Master of Landscape Architecture,no,3,"38,880",6.5,no,English,Australia,"38,880",yes,"Registered Landscape Architect, Urban Landscape Designer, Artist, Landscape Project Officer or Manager, Heritage Consultant",,University of New South Wales,no,Years,IELTS,,Kensington,year
Law,AUD,no,A,,yes,"The Master of Laws by Coursework offers a flexible and specialised opportunity for you to develop an advanced, integrated and contemporary understanding of one or more areas of legal study. Courses offered in this degree combine a level of sophistication and technical difficulty with a substantial consideration of relevant international, professional and cross-disciplinary aspects of the subject matter.In this one-year degree you will take eight elective courses from a wide range of options and undertake at least one research-based project, which will allow you the opportunity to apply your legal knowledge and skills in a practical academic context. You will learn both broad interdisciplinary insights and detailed examination of emerging legal issues, such as how technology is reshaping the legal landscape.",https://degrees.unsw.edu.au/master-of-laws/,yes,,PG,,Master of Laws,no,1,"43,920",6.5,no,English,Australia,"43,920",yes,"Registered Landscape Architect, Urban Landscape Designer, Artist, Landscape Project Officer or Manager, Heritage Consultant",,University of New South Wales,no,Year,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Logistics Management (MLogMgmt) looks at managing an organisation's supply chain from a dual perspective of operations management and efficient business decision making. This approach emphasises the what and the how of inter-related activities of supply chain success to enable logistics managers to develop appropriate strategies.\
This degree covers advanced logistics planning strategies, logistics life-cycle management, inventory management, contingency forecasting, distribution and reverse logistics. It also develops students' understanding of analytical tools and systems for information flow management, including big data analysis and business intelligence techniques.\
The degree has an option to do a research-based project that will lead to future research-focused degrees.",https://degrees.unsw.edu.au/adfa-master-of-logistics-management/,no,,PG,,Master of Logistics Management,no,1,"39,120",6.5,yes,English,Australia,"39,120",no,"Logistics and Supply chain operations manager, Chief operations manager, Asset manager",,University of New South Wales,yes,Year,IELTS,,Online,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Logistics Management (MLogMgmt) looks at managing an organisation's supply chain from a dual perspective of operations management and efficient business decision making. This approach emphasises the what and the how of inter-related activities of supply chain success to enable logistics managers to develop appropriate strategies.\
This degree covers advanced logistics planning strategies, logistics life-cycle management, inventory management, contingency forecasting, distribution and reverse logistics. It also develops students' understanding of analytical tools and systems for information flow management, including big data analysis and business intelligence techniques.\
The degree has an option to do a research-based project that will lead to future research-focused degrees.",https://degrees.unsw.edu.au/adfa-master-of-logistics-management/,no,,PG,,Master of Logistics Management,no,1,"39,120",6.5,yes,English,Australia,"39,120",no,"Logistics and Supply chain operations manager, Chief operations manager, Asset manager",,University of New South Wales,yes,Year,IELTS,,Canberra,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Management 100% online program provides students with the fundamentals of business, as well as contemporary subjects including Strategies for Disruption, Managing with Digital Technology and Business Analytics. Theory is blended with practical application through highly experiential teaching, business projects and entrepreneurial practices to ensure you graduate with confidence.",https://degrees.unsw.edu.au/master-of-management/,no,,PG,,Master of Management,no,2,"36,180",6.5,yes,English,Australia,"36,180",no,"Logistics and Supply chain operations manager, Chief operations manager, Asset manager",,University of New South Wales,yes,Years,IELTS,,Online,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Marine Science and Management is a joint degree between UNSW and three Sydney Institute of Marine Science (SIMS) partner universities. It takes you beyond traditional courses to address new approaches to marine science, including information systems and remotely sensed data analysis, the impact and use of marine science on management in the marine and coastal zones.You will also learn about coastal management and engineering, climate change, marine ecology and conservation, physical oceanography and modelling. This is a 12- to 18-month degree depending on prior learning, and you will have the option to complete three courses at partner universities. The degrees compulsory tutorial and seminar series is taught at SIMS at Chowder Bay and is based around the analysis of data streams from the Integrated Marine Observing System www.imos.org.au.",https://degrees.unsw.edu.au/master-of-marine-science-and-management/,yes,,PG,,Master of Marine Science and Management,no,20,"44,640",6.5,no,English,Australia,"44,640",yes,"Environmental science, Local government, Teaching, Marine science, Fisheries and aquaculture, Business and investment",,University of New South Wales,no,Months,IELTS,,Kensington,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of Materials Technology is a one- to two-year full-time degree which provides you with a comprehensive yet flexible study of the full range of materials, including ceramics, composites, metals and polymers. It also offers graduate education for professionals to broaden their knowledge in these areas. This degree covers a broad spectrum of materials science and engineering, emphasising the application of the basic sciences to the understanding of the structure, properties and processing of materials. You will take compulsory courses in the fundamentals of materials processing and design, presentation skills for materials technology and materials industry management, as well as nine electives covering everything from process metallurgy and phase transformations to thermodynamics, kinetics and polymer science. You will also complete a component of experimental or design project work, and an original research project in an area of your choice.Recognition of Prior Learning in Materials subjects may be granted, reducing the program duration of the program to one or one and a half years.",https://degrees.unsw.edu.au/master-of-materials-technology/,yes,,PG,,Master of Materials Technology,no,2,"44,640",6.5,no,English,Australia,"44,640",yes,"Manufactoring of aerospace, communications or biomedical and electronic devices, Technical sales, Project management",,University of New South Wales,no,Years,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The spectrum of mathematics stretches from the most fundamental and abstract research, to specific theories supporting new scientific findings, to concrete analyses of the world around us. The UNSW Master of Mathematics program offers intensive, high level training in all those aspects of mathematical sciences. Its flexible structure allows the students to build a program which suits their individual interest best, as its building blocks consist of both  components which address the core theory, and components which explore practical solutions to real-world problems.",https://degrees.unsw.edu.au/master-of-mathematics/,yes,,PG,,Master of Mathematics,no,20,"44,640",6.5,no,English,Australia,"44,640",yes,"Quantitative Analyst, Cryptographer, Operations Research Analyst, Actuary, Data Scientist, Game Designer, Fraud Analyst, Software Engineer",,University of New South Wales,no,Months,IELTS,,Kensington,year
Engineering,AUD,no,D,,yes,"Do you currently work in the underground hard rock or coal mining industry, specifically in the field of strata control? Or do you intend to work in this area? The Master of Mine Geotechnical Engineering is the postgraduate degree for you. You will receive an initial grounding in fundamental principles of rock mechanics and geotechnical engineering, as well as comprehensive cover of practical strata control applications. Â Our courses are designed for people working at mine sites and are offered in a flexible delivery format; many are available in distance mode with a limited number of face-to-face workshops/sessions. Assessments will include practical site-based assignments, including group work, interactive work and presentations. Please note that some electives may be offered only every two years and international students are not eligible to enrol on a student visa.Â",https://degrees.unsw.edu.au/master-of-mine-geotechnical-engineering/,yes,,PG,,Master of Mine Geotechnical Engineering,no,18,,6.5,no,English,Australia,"35,760",yes,"Coal mining strata control engineer, Underground hard rock mining strata control engineerÂ",,University of New South Wales,no,Months,IELTS,,Kensington,year
Engineering,AUD,no,A,,yes,This degree suits those already working in the mining industry or planning a career change. You can choose one of two specialisations   Mine Geomechanics or Mine Management   and will undertake advanced study in mining engineering. It gives mining engineering graduates and minerals industry professionals the opportunity to continue their professional development.,https://degrees.unsw.edu.au/master-of-mining-engineering/,yes,,PG,,Master of Mining Engineering,no,20,"35,760",6.5,no,English,Australia,"35,760",yes,Mining operations,,University of New South Wales,no,Months,IELTS,,Kensington,year
Science and Health Science,AUD,no,A,,yes,"The Master of Optometry is designed to provide you with advanced knowledge and clinical skills in vision science. You will be able to develop expertise in a number of fields such as contact lenses, visual neuroscience, myopia control, business skills, occupational optometry, and community eye health.This degree has been designed with a variety of teaching methods and intends to appeal to new and established practitioners who hold an undergraduate degree in optometry. On completion, you will have advanced disciplinary knowledge as well as the skills to meet the demands of the profession. The degree doesnt provide clinical training for registration to practise as an optometrist in Australia.",https://degrees.unsw.edu.au/master-of-optometry/,yes,,PG,,Master of Optometry,no,20,"40,800",6.5,no,English,Australia,"40,800",yes,Mining operations,,University of New South Wales,no,Months,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Pre-Doctoral Business Studies is a pathway for students wanting to undertake a PhD in the UNSW Business School. Comprising the first component of the School's doctoral program, it is designed to allow Business School doctoral students to take up to two successive years of advanced coursework during their doctoral studies. Students should be able to demonstrate a superior command of knowledge in the relevant business field and be proficient at analysing and evaluating evidence. This degree constitutes one year of advanced coursework including a research project.",https://degrees.unsw.edu.au/master-of-pre-doctoral-business-studies/,yes,,DPG,,Master of Pre-Doctoral Business Studies,no,1,"48,240",6.5,no,English,Australia,"48,240",yes,"Pathway for students wanting to undertake a PhD in the UNSW Business SchoolUNSW Business School's Career Accelerator portfolio offers students exclusive access to a suite of for-credit, co-curricular and business experience opportunities to kick start your career.",,University of New South Wales,no,Year,IELTS,,Kensington,year
Engineering,AUD,no,A,,yes,"The Master of Professional Accounting is suitable for graduates with little to no previous exposure to the study of accounting. You will gain an excellent foundation in business with a strong accounting focus and learn accounting principles, their applications and other relevant knowledge in economics, finance, information systems and law. The skills and knowledge you gain through this degree will help towards a career in accounting.",https://degrees.unsw.edu.au/master-of-professional-accounting/,yes,,PG,,Master of Professional Accounting,no,20,"48,240",6.5,no,English,Australia,"48,240",yes,"Auditor, Business Risk Manager, Chief Financial Officer, Financial Accountant, Financial Analyst, Insolvency and Reconstruction Specialist, Management Consultant* Treasurer",,University of New South Wales,no,Months,IELTS,,Kensington,year
Engineering,AUD,no,A,,yes,"The Master of Professional Accounting (Extension) follows the structure of the Master of Professional Accounting but adds four extra courses in your choice of electives to further your knowledge. This provides you with the opportunity to complete a more comprehensive program beyond the core professional knowledge areas required for accreditation. You will gain an excellent foundation in business with a strong accounting focus, and learn accounting principles, their applications and other relevant knowledge in economics, finance, information systems and law.",https://degrees.unsw.edu.au/master-of-professional-accounting-extension/,yes,,PG,,Master of Professional Accounting (Extension),no,2,"48,240",6.5,no,English,Australia,"48,240",yes,"Auditor, Business Risk Manager, Chief Financial Officer, Financial Accountant, Financial Analyst, Insolvency and Reconstruction Specialist, Management Consultant* Treasurer",,University of New South Wales,no,Years,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Project Management provides students with an understanding of and advanced analytical skills in the key areas required to manage a project including: integration management,  scope management, communications management, risk management, quality management, schedule management, cost management, HR management and procurement management. There is a strong emphasis on extending skills and knowledge and vocational experiences to enable graduates to  apply their high-level understanding to real-world problems within any industry.",https://degrees.unsw.edu.au/adfa-master-of-project-management/,yes,,PG,,Master of Project Management,yes,1,"39,120",6.5,yes,English,Australia,"39,120",yes,"Project manager, Program & Portfolio Manager, Business managers, Procurement officer, Schedule analyst, Cost analyst, Engineering manager",,University of New South Wales,yes,Year,IELTS,,Online,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Project Management provides students with an understanding of and advanced analytical skills in the key areas required to manage a project including: integration management,  scope management, communications management, risk management, quality management, schedule management, cost management, HR management and procurement management. There is a strong emphasis on extending skills and knowledge and vocational experiences to enable graduates to  apply their high-level understanding to real-world problems within any industry.",https://degrees.unsw.edu.au/adfa-master-of-project-management/,yes,,PG,,Master of Project Management,yes,1,"39,120",6.5,yes,English,Australia,"39,120",yes,"Project manager, Program & Portfolio Manager, Business managers, Procurement officer, Schedule analyst, Cost analyst, Engineering manager",,University of New South Wales,yes,Year,IELTS,,Canberra,year
Humanities and Social Science,AUD,no,A,,yes,"Each year Australia commits more than half of its capital outlay to land development, building and infrastructure. The Master of Property and Development is designed to meet the needs of those who want to work at the cutting edge of this industry as it adapts to the requirements of communities, businesses and the environment. You will learn the principles of property development and investment, then apply them across different phases of the industry cycle, achieving successful outcomes in financial viability, risk management and sustainability. The dynamic range of courses in this degree is developed in consultation with industry to adapt to ongoing changes and trends, ensuring a cutting-edge learning experience. The Master of Property and Development is accredited by the Australian Institute of Building; graduates can also become members of the Australian Property Institute.",https://degrees.unsw.edu.au/master-of-property-and-development/,yes,,PG,,Master of Property and Development,no,20,"38,880",6.5,no,English,Australia,"38,880",yes,"Commercial Property Management, Corporate Real Estate, Banking and Investment, Property Development, Property Analysis, Property Finance",,University of New South Wales,no,Months,IELTS,,Kensington,year
Medical and Nursing,AUD,no,A,,yes,"The Master of Psychology (Clinical) has a theoretical orientation towards experimental empiricism and a scientist-practitioner model for clinical training. There is an emphasis on cognitive-behavioural approaches to the understanding and management of clinical programs.Your learning in this two-year degree will focus on adult, adolescent and child clinical psychology as well as neuropsychological assessment and rehabilitation. In addition to the coursework you will complete a research thesis, in the form of a scholarly journal article, on a topic relevant to clinical or abnormal psychology.Â",https://degrees.unsw.edu.au/master-of-psychology-clinical/,yes,,PG,,Master of Psychology (Clinical),no,2,"44,640",6.5,no,English,Australia,"44,640",yes,"Psychologist, Clinical psychologist",,University of New South Wales,no,Years,IELTS,,Kensington,year
Law,AUD,no,A,,yes,"Forensic psychology involves the intersection of psychology and law. Over two years of the Master of Psychology (Forensic), you will study courses that cover psychological assessment, intervention in and applications of forensic psychology, professional and ethical practice, and law for psychologists. This program is primarily taught by the School of Psychology, with input from the School of Law. In addition to the coursework you will complete a research thesis, in the form of a scholarly journal article, on a topic relevant to forensic psychology. After completing a further two years of full-time equivalent supervised practice, graduates of the Master program are eligible to apply for full membership and endorsement as a Forensic Psychologist.",https://degrees.unsw.edu.au/master-of-psychology-forensic/,yes,,PG,,Master of Psychology (Forensic),no,2,"44,550",6.5,no,English,Australia,"44,550",yes,"Psychologist, Forensic psychologist, Policy",,University of New South Wales,no,Years,IELTS,,Kensington,year
English,AUD,yes,A,,yes,"The Master of Public Health is globally recognised as essential for a career in population health, including health promotion, policy formulation, research and management of health programs. Many of our graduates occupy key positions in health services and universities in Australia, and the Western Pacific and Asian regions.This degree prepares you for education, research and service in all aspects of public health by providing a sophisticated understanding of the multidisciplinary area of public health. The courses include study in epidemiology, quantitative and qualitative research methods, health services management, health promotion, and development and education in health, as well as a systematic review of topical public health issues. Students will acquire a deep understanding and skills for research, professional practice and further learning.",https://degrees.unsw.edu.au/master-of-public-health/,yes,,PG,,Master of Public Health,yes,1,"47,280",6.5,yes,English,Australia,"47,280",yes,"Epidemiology, Disease control, Health promotion, Policy formulation, Research, Governance and management of health programs in global health settingsÂ",,University of New South Wales,yes,Year,IELTS,,Online,year
English,AUD,yes,A,,yes,"The Master of Public Health is globally recognised as essential for a career in population health, including health promotion, policy formulation, research and management of health programs. Many of our graduates occupy key positions in health services and universities in Australia, and the Western Pacific and Asian regions.This degree prepares you for education, research and service in all aspects of public health by providing a sophisticated understanding of the multidisciplinary area of public health. The courses include study in epidemiology, quantitative and qualitative research methods, health services management, health promotion, and development and education in health, as well as a systematic review of topical public health issues. Students will acquire a deep understanding and skills for research, professional practice and further learning.",https://degrees.unsw.edu.au/master-of-public-health/,yes,,PG,,Master of Public Health,yes,1,"47,280",6.5,yes,English,Australia,"47,280",yes,"Epidemiology, Disease control, Health promotion, Policy formulation, Research, Governance and management of health programs in global health settingsÂ",,University of New South Wales,yes,Year,IELTS,,Kensington,year
English,AUD,yes,A,,yes,"The Master of Public Health is widely recognised as essential for a career in population health, including health promotion, primary health care, policy formulation, research and management of health programs. You will extend your knowledge and skills in public health research by undertaking an advanced research project. This Master of Public Health (Extension) degree will give you a sophisticated understanding across the complex body of multidisciplinary knowledge of public health including epidemiology, biostatistics, social determinants of health, health promotion, population research methodologies, and health program design, implementation and evaluation. You will be perfectly positioned to pursue a PhD in Public Health to further advance your career in public health research.",https://degrees.unsw.edu.au/master-of-public-health-extension/,yes,,PG,,Master of Public Health (Extension),yes,20,"47,280",6.5,yes,English,Australia,"47,280",yes,"Epidemiology, Disease control, Health promotion, Policy formulation, Research, Governance and management of health programs in global health settingsÂ",,University of New South Wales,yes,Months,IELTS,,Online,year
English,AUD,yes,A,,yes,"The Master of Public Health is widely recognised as essential for a career in population health, including health promotion, primary health care, policy formulation, research and management of health programs. You will extend your knowledge and skills in public health research by undertaking an advanced research project. This Master of Public Health (Extension) degree will give you a sophisticated understanding across the complex body of multidisciplinary knowledge of public health including epidemiology, biostatistics, social determinants of health, health promotion, population research methodologies, and health program design, implementation and evaluation. You will be perfectly positioned to pursue a PhD in Public Health to further advance your career in public health research.",https://degrees.unsw.edu.au/master-of-public-health-extension/,yes,,PG,,Master of Public Health (Extension),yes,20,"47,280",6.5,yes,English,Australia,"47,280",yes,"Epidemiology, Disease control, Health promotion, Policy formulation, Research, Governance and management of health programs in global health settingsÂ",,University of New South Wales,yes,Months,IELTS,,Kensington,year
English,AUD,no,A,,yes,"The Master of Public Health (Extension) /Master of Infectious Disease Intelligence enables you to specialise in both public health and infectious disease epidemiology, prevention and control and develop research skills in public health. The Master of Public Health is widely recognised as essential for a career in population health, including health promotion, primary health care, policy formulation, research, and management of health programs. 
When combined with the Master of Infectious Diseases Intelligence, you will gain a sophisticated understanding and application across a complex body of multidisciplinary knowledge - including infectious diseases intelligence, policy design, implementation and evaluation. The program fosters judgment-ready practitioners who can contribute to improving population health and work across a range of contexts including ministries and departments of health, government and non-government and voluntary organisations, military and first responder organisations, primary care and community healthcare services in both public and private sectors.",https://degrees.unsw.edu.au/master-of-public-health-extension-infectious-diseases-intelligence/,yes,,PG,,"Master of Public Health (Extension), Master of Infectious Diseases Intelligence",yes,2,"47,280",6.5,yes,English,Australia,"47,280",yes,"Public healthcare, Private healthcare, Government health officer, NGO sector, International organisations, Academic/ research institutes",,University of New South Wales,yes,Years,IELTS,,Online,year
English,AUD,no,A,,yes,"The Master of Public Health (Extension) /Master of Infectious Disease Intelligence enables you to specialise in both public health and infectious disease epidemiology, prevention and control and develop research skills in public health. The Master of Public Health is widely recognised as essential for a career in population health, including health promotion, primary health care, policy formulation, research, and management of health programs. 
When combined with the Master of Infectious Diseases Intelligence, you will gain a sophisticated understanding and application across a complex body of multidisciplinary knowledge - including infectious diseases intelligence, policy design, implementation and evaluation. The program fosters judgment-ready practitioners who can contribute to improving population health and work across a range of contexts including ministries and departments of health, government and non-government and voluntary organisations, military and first responder organisations, primary care and community healthcare services in both public and private sectors.",https://degrees.unsw.edu.au/master-of-public-health-extension-infectious-diseases-intelligence/,yes,,PG,,"Master of Public Health (Extension), Master of Infectious Diseases Intelligence",yes,2,"47,280",6.5,yes,English,Australia,"47,280",yes,"Public healthcare, Private healthcare, Government health officer, NGO sector, International organisations, Academic/ research institutes",,University of New South Wales,yes,Years,IELTS,,Kensington,year
English,AUD,no,A,,yes,The Master of Public Health/Infectious Diseases Intelligence (Extension) provides an innovative approach to postgraduate health education.,https://degrees.unsw.edu.au/master-of-public-health-infectious-diseases-intelligence-extension/,yes,,PG,,"Master of Public Health, Master of Infectious Diseases Intelligence (Extension)",yes,2,"47,280",6.5,yes,English,Australia,"47,280",yes,"Public healthcare, Private healthcare, NGO sector, International organisations, Academic/research institutes",,University of New South Wales,yes,Years,IELTS,,Online,year
English,AUD,no,A,,yes,The Master of Public Health/Infectious Diseases Intelligence (Extension) provides an innovative approach to postgraduate health education.,https://degrees.unsw.edu.au/master-of-public-health-infectious-diseases-intelligence-extension/,yes,,PG,,"Master of Public Health, Master of Infectious Diseases Intelligence (Extension)",yes,2,"47,280",6.5,yes,English,Australia,"47,280",yes,"Public healthcare, Private healthcare, NGO sector, International organisations, Academic/research institutes",,University of New South Wales,yes,Years,IELTS,,Kensington,year
